,WRS,P,Q
0,48.0,0.011461322478342376,0.027698195989327407
1,33.0,0.0015201909487744323,0.007347589585743089
2,45.0,0.007927133448994754,0.02439746135592044
3,79.0,0.19765362515755264,0.23883146373204278
4,14.0,6.22336076828095e-05,0.00060287872076748
5,77.0,0.1731148948185589,0.2182753021625308
6,95.0,0.45426816835964046,0.45426816835964046
7,52.5,0.019323369263319446,0.031132094924236884
8,50.0,0.014524773116691638,0.02808122802560383
9,42.0,0.005384659236059223,0.02230787397795964
10,95.0,0.45426816835964046,0.45426816835964046
11,28.0,0.0007031283771640633,0.004078144587551567
12,46.0,0.008975449241808228,0.02439746135592044
13,14.0,6.236676421732552e-05,0.00060287872076748
14,88.0,0.33123592582681943,0.36945545572991395
15,46.5,0.00925420947983189,0.02439746135592044
16,45.5,0.006398000953705381,0.023192753457182008
17,51.0,0.016269026083572776,0.029487609776475656
18,72.5,0.12407149662835698,0.16354879101010694
19,61.5,0.04242865061180661,0.06475951935486272
20,80.5,0.21714847799181097,0.25189223447050074
21,92.0,0.4002185595518856,0.42986437877795125
22,63.0,0.05631318809872453,0.08165412274315056
23,49.5,0.013688762818203137,0.02808122802560383
24,3.0,6.9439806629319305e-06,0.00020137543922502598
25,26.0,0.0004878100974044017,0.0035366232061819123
26,53.0,0.018453705950574145,0.031132094924236884
27,67.5,0.081928643518623,0.11313955533524128
28,52.5,0.013248918628893535,0.02808122802560383
